题目名,提交次数,相邻提交分数相同次数,提交用户数,未满分用户数,分数为0用户数,分数,平均分,分数中位数,平均提交次数,提交次数中位数,平均相邻提交分数相同次数,相邻提交分数相同次数中位数
盛满水的容器,"[5, 1, 1, 1, 1, 1, 1, 1, 6, 3, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 2, 6, 1, 1, 1, 2, 3, 1, 2, 11, 2, 4, 1, 1, 1, 1, 2, 2]","[1, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 10, 1, 3, 0, 0, 0, 0, 0, 1]",38,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,2.0526315789473686,1.0,0.7631578947368421,0.0
分配老鼠洞,"[14, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 6, 1, 1, 1, 1, 17, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 14, 5, 1, 2, 2, 1, 1]","[6, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 5, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 12, 2, 0, 1, 1, 0, 0]",37,3,0,"[75, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100, 50, 100, 100, 100, 100]",96.62162162162163,100.0,2.6216216216216215,1.0,1.1081081081081081,0.0
切换给定范围的位,"[7, 1, 1, 1, 1, 1, 4, 1, 7, 1, 2, 1, 2, 10, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 3, 6, 1, 3, 3, 1, 1, 1, 3, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 1, 9, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 2, 3, 0, 2, 2, 0, 0, 0, 0, 0, 0]",41,1,0,"[50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",98.78048780487805,100.0,2.073170731707317,1.0,0.7560975609756098,0.0
汤姆和杰瑞,"[5, 1, 2, 23, 1, 1, 1, 4, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 2, 6, 1, 1, 3, 1, 1]","[0, 0, 1, 5, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 4, 0, 0, 0, 0, 0]",38,4,0,"[60, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 60, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 60, 100, 100, 20, 100, 100, 100, 100]",94.73684210526316,100.0,2.3421052631578947,1.0,0.5,0.0
最高金额,"[3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 5, 2, 1, 1, 1, 3, 1, 1, 2, 1, 1, 6, 3, 1, 1, 1, 1, 1, 1]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 5, 2, 0, 0, 0, 0, 0, 0]",41,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.4878048780487805,1.0,0.4146341463414634,0.0
相同字符组,"[19, 1, 1, 1, 1, 1, 1, 1, 5, 1, 4, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 5, 1, 1, 4, 1, 1, 1, 2, 1, 1]","[5, 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 4, 0, 0, 3, 0, 0, 0, 1, 0, 0]",40,1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100]",98.75,100.0,1.975,1.0,0.65,0.0
两个数组的并集,"[20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 11, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 27, 1, 2, 7, 1, 1, 1, 8, 1, 1]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 0, 0, 6, 0, 0, 0, 3, 0, 0]",41,3,0,"[50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100, 100]",97.5609756097561,100.0,2.8292682926829267,1.0,0.9512195121951219,0.0
唯一ID,"[3, 3, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 5, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 7, 1, 4, 1, 6, 1, 1, 4, 1, 3, 1, 1, 1, 1]","[1, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 3, 0, 3, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0]",40,4,0,"[40, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 80, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 80, 100, 100, 100, 100, 100, 100, 100, 80, 100, 100, 100, 100, 100]",97.0,100.0,1.825,1.0,0.525,0.0
最小索引字符,"[4, 1, 1, 1, 1, 1, 1, 1, 4, 1, 3, 1, 1, 4, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 4, 1, 1, 2, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 1, 0]",41,1,0,"[40, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",98.53658536585365,100.0,1.5121951219512195,1.0,0.34146341463414637,0.0
检查字符串是否为Isogram,"[1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 2, 1, 1, 1, 1, 12, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",41,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.5121951219512195,1.0,0.34146341463414637,0.0
删除给定数字中的重复数字,"[3, 1, 1, 1, 1, 1, 4, 1, 15, 1, 4, 1, 1, 9, 1, 1, 1, 1, 1, 3, 1, 1, 10, 2, 1, 1, 1, 6, 1, 1, 1, 3, 1, 5, 2, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 2, 0, 12, 0, 3, 0, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 9, 1, 0, 0, 0, 4, 0, 0, 0, 2, 0, 4, 1, 0, 0, 0, 0, 0, 0]",41,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,2.317073170731707,1.0,1.146341463414634,0.0
将两个多项式相乘,"[10, 1, 1, 1, 1, 1, 1, 4, 7, 1, 5, 1, 1, 4, 1, 1, 4, 1, 2, 1, 1, 1, 10, 1, 1, 1, 10, 1, 1, 3, 6, 1, 1, 5, 1, 1, 1, 2, 1, 1]","[6, 0, 0, 0, 0, 0, 0, 3, 6, 0, 4, 0, 0, 3, 0, 0, 3, 0, 1, 0, 0, 0, 2, 0, 0, 0, 9, 0, 0, 2, 5, 0, 0, 4, 0, 0, 0, 1, 0, 0]",40,1,0,"[50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",98.75,100.0,2.475,1.0,1.225,0.0
模,"[3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 15, 1, 1, 5, 1, 1, 1, 1, 1, 5, 1, 2, 1, 1, 1, 1, 1, 1, 1, 6, 2, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 14, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0]",40,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.85,1.0,0.675,0.0
大小为k的所有子数组的最大值,"[15, 2, 2, 1, 1, 1, 1, 3, 3, 2, 1, 8, 1, 1, 2, 2, 5, 5, 1, 2, 5, 1, 1, 1, 2, 7, 1, 4, 3, 1, 4, 3, 1, 1, 3, 4, 1, 1]","[15, 1, 1, 0, 0, 0, 0, 2, 2, 1, 0, 2, 0, 0, 1, 1, 4, 4, 0, 1, 1, 0, 0, 0, 1, 6, 0, 3, 2, 0, 3, 2, 0, 0, 2, 3, 0, 0]",38,1,1,"[0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",97.36842105263158,100.0,2.710526315789474,2.0,1.5263157894736843,1.0
成对,"[3, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 6, 1, 1, 1, 1, 2, 1, 1, 1, 6, 1, 2, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0]",39,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.4871794871794872,1.0,0.28205128205128205,0.0
使用数组数字形成一个可被3整除的数字,"[3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 4, 2, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",41,1,0,"[20, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",98.04878048780488,100.0,1.6829268292682926,1.0,0.21951219512195122,0.0
给定范围内的除数,"[5, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 10, 1, 1, 1, 1, 1, 1, 1]","[2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0]",41,2,0,"[50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 75, 100]",98.17073170731707,100.0,1.5121951219512195,1.0,0.3902439024390244,0.0
破译符号,"[3, 1, 1, 9, 1, 15, 2, 2, 8, 6, 6, 1, 1, 6, 1, 1, 3, 3, 1, 1, 1, 10, 1, 1, 1, 1, 12, 1, 1, 11, 7, 1, 1, 1, 1, 1]","[1, 0, 0, 4, 0, 5, 1, 1, 3, 2, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 6, 0, 0, 0, 0, 4, 0, 0, 5, 2, 0, 0, 0, 0, 0]",36,5,0,"[50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 50, 50, 100, 25]",92.36111111111111,100.0,3.4444444444444446,1.0,1.0555555555555556,0.0
字符串内排序,"[6, 1, 2, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1]","[3, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",42,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.4523809523809523,1.0,0.38095238095238093,0.0
拼数,"[2, 2, 1, 1, 1, 1, 2, 1, 5, 6, 2, 1, 1, 10, 1, 1, 3, 1, 5, 4, 1, 1, 30, 1, 2, 6, 2, 5, 2, 2, 1, 10, 20, 7, 2, 1, 5, 2, 6, 2, 2]","[1, 1, 0, 0, 0, 0, 1, 0, 4, 5, 1, 0, 0, 5, 0, 0, 2, 0, 3, 3, 0, 0, 10, 0, 1, 5, 1, 4, 1, 0, 0, 4, 16, 6, 1, 0, 3, 1, 5, 1, 1]",41,1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 80, 100, 100]",99.51219512195122,100.0,3.926829268292683,2.0,2.097560975609756,1.0
树上的回文串,"[14, 1, 1, 2, 1, 4, 1, 1, 13, 3, 5, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 10, 1, 3, 1, 1, 7, 2, 1, 2, 7, 4, 1, 1, 1, 2]","[10, 0, 0, 1, 0, 2, 0, 0, 7, 2, 1, 0, 0, 0, 0, 2, 1, 0, 0, 2, 0, 6, 0, 2, 0, 0, 3, 1, 0, 1, 3, 2, 0, 0, 0, 1]",36,4,0,"[50, 100, 100, 100, 100, 100, 100, 100, 100, 25, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 25, 100, 100, 25]",92.36111111111111,100.0,2.9444444444444446,1.0,1.3055555555555556,0.0
切开字符串,"[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 13, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 7, 1, 7, 1, 1, 1, 2]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1]",36,1,0,"[33.33, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",98.14805555555556,100.0,2.0833333333333335,1.0,0.3055555555555556,0.0
字符串对比,"[6, 3, 1, 2, 1, 2, 3, 2, 3, 1, 35, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1, 4, 1, 2, 3, 5, 1, 1, 1, 1, 11, 2, 3, 1, 1, 1, 5, 1, 1, 1, 1]","[4, 2, 0, 0, 0, 1, 1, 0, 1, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 3, 0, 0, 0, 0, 4, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0]",42,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,2.880952380952381,1.0,0.9761904761904762,0.0
字符加密,"[2, 1, 1, 1, 1, 3, 1, 1, 7, 2, 4, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 5, 1, 1, 1, 2, 4, 1, 1, 1, 2, 2, 3, 1, 1, 5, 2, 3]","[1, 0, 0, 0, 0, 2, 0, 0, 6, 1, 3, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 3, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 4, 1, 0]",38,1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 66.67, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",99.12289473684211,100.0,1.9473684210526316,1.0,0.7631578947368421,0.0
LW的字符串,"[4, 1, 2, 1, 1, 8, 1, 2, 1, 9, 23, 1, 5, 1, 1, 3, 7, 32, 1, 1, 3, 12, 4, 1, 1, 4, 2, 2, 1, 7, 12, 34, 1, 1, 3, 10]","[1, 0, 1, 0, 0, 3, 0, 0, 0, 2, 9, 0, 2, 0, 0, 1, 4, 17, 0, 0, 1, 2, 3, 0, 0, 1, 0, 0, 0, 0, 4, 17, 0, 0, 1, 7]",36,5,0,"[60, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 40, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 40, 40, 100, 20]",91.66666666666667,100.0,5.638888888888889,2.0,2.111111111111111,0.0
正则表达式,"[12, 1, 3, 1, 1, 6, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 19, 2, 1, 1, 1, 3, 1, 1, 5, 2, 1, 1, 3, 5]","[4, 0, 1, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 4]",32,3,0,"[66.67, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 33.33, 100, 33.33]",94.7915625,100.0,2.78125,1.0,1.1875,0.0
字符串的展开,"[2, 2, 1, 1, 1, 8, 1, 1, 2, 1, 2, 1, 1, 1, 7, 1, 5, 2, 1, 1, 22, 1, 1, 1, 1, 3, 1, 1, 3, 1, 6, 1, 1, 1, 2]","[1, 1, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 3, 1, 0, 0, 11, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1]",35,1,0,"[20, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",97.71428571428571,100.0,2.5142857142857142,1.0,0.9142857142857143,0.0
Lyndon 分解,"[2, 2, 2, 1, 1, 8, 1, 2, 1, 2, 8, 1, 1, 1, 1, 7, 5, 1, 2, 12, 1, 1, 1, 1, 9, 1, 2, 3, 8, 13, 1, 1, 1, 5]","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4, 0, 1, 4, 0, 0, 0, 0, 2, 0, 0, 1, 5, 7, 0, 0, 0, 4]",34,3,0,"[28.57, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 28.57, 100, 100, 100, 100, 100, 100, 14.29, 100, 100, 100]",93.27735294117647,100.0,3.2058823529411766,1.5,0.9705882352941176,0.0
最长字符串,"[1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",42,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.3333333333333333,1.0,0.2619047619047619,0.0
硬币翻转,"[3, 3, 1, 1, 1, 1, 1, 3, 3, 2, 2, 1, 1, 2, 1, 1, 2, 1, 2, 3, 1, 1, 6, 1, 1, 1, 2, 3, 1, 1, 2, 4, 8, 3, 1, 1, 3, 2, 1, 1, 1]","[2, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 2, 0, 0, 5, 0, 0, 0, 1, 2, 0, 0, 1, 3, 7, 2, 0, 0, 0, 1, 0, 0, 0]",41,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,1.951219512195122,1.0,0.9024390243902439,0.0
奇怪的字符串,"[3, 1, 1, 3, 1, 6, 5, 5, 1, 3, 7, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 3, 2]","[2, 0, 0, 1, 0, 3, 4, 3, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",37,3,0,"[40, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 40, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 40, 100, 100, 100]",95.13513513513513,100.0,2.081081081081081,1.0,0.4864864864864865,0.0
回文子串,"[8, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 4, 2, 1, 2, 1, 1, 11, 2, 1, 1, 4, 1, 1, 2, 5, 5, 4, 1, 3, 1, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 9, 0, 0, 0, 2, 0, 0, 0, 2, 4, 3, 0, 0, 0, 0]",35,2,1,"[40, 100, 100, 100, 100, 100, 100, 100, 100, 0, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",95.42857142857143,100.0,2.2,1.0,0.8,0.0
比较字符串,"[7, 1, 1, 2, 2, 1, 1, 1, 2, 1, 3, 1, 1, 13, 1, 1, 3, 2, 2, 3, 1, 1, 3, 3, 1, 1, 1, 1, 1, 3, 1, 152, 2, 5, 10, 1, 1, 5, 1, 1, 1, 1]","[3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 2, 0, 0, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 57, 1, 1, 8, 0, 0, 0, 0, 0, 0, 0]",42,1,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 40]",98.57142857142857,100.0,5.857142857142857,1.0,1.9761904761904763,0.0
单词覆盖还原,"[2, 2, 1, 1, 1, 1, 1, 1, 3, 2, 3, 1, 2, 3, 1, 1, 2, 1, 4, 2, 1, 1, 11, 1, 1, 2, 1, 7, 1, 1, 3, 5, 3, 9, 1, 1, 2, 2, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 1, 2, 0, 0, 1, 0, 2, 1, 0, 0, 7, 0, 0, 0, 0, 4, 0, 0, 2, 1, 2, 7, 0, 0, 1, 1, 0, 0, 0]",41,0,0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",100.0,100.0,2.2195121951219514,1.0,0.9512195121951219,0.0
